date,lat,lon,gps,pressure,speed,external,internal,o-date,o-lat,o-lon,o-gpsalt,o-pressurealt,o-speed,o-externaltemp,o-internaltemp,o-o-date,o-o-lat,o-o-lon,o-o-gpsalt,o-o-pressurealt,o-o-speed,o-o-externaltemp,o-o-internaltemp,o-o-o-date,o-o-o-lat,o-o-o-lon,o-o-o-gpsalt,o-o-o-pressurealt,o-o-o-speed,o-o-o-externaltemp,o-o-o-internaltemp
1440692269909.0908,52.176510909090915,11.715237454545456,41.38636363636362,61.281363636363636,0,21.532272727272726,27.63671875,1440692269909.0908,52.176510909090915,11.715237454545456,41.38636363636362,61.281363636363636,0.0036363636363636364,21.53090909090909,27.63671875,1440692269909.0908,52.176510909090915,11.715237454545456,41.38636363636362,61.35681818181819,0.0018181818181818182,21.53090909090909,27.63671875,1440692269909.0908,52.176510909090915,11.715237454545456,41.38636363636362,61.311363636363645,0.0036363636363636364,21.530454545454546,27.63671875
1440692287380.9524,52.171557142857125,11.703628571428567,41.20476190476192,61.395714285714284,0,21.48285714285715,27.63671875,1440692287380.9524,52.171557142857125,11.703628571428567,41.20476190476192,61.395714285714284,0.0019047619047619048,21.48285714285715,27.63671875,1440692287380.9524,52.171557142857125,11.703628571428567,41.20476190476192,61.395714285714284,0.0019047619047619048,21.48285714285715,27.63671875,1440692287380.9524,52.171557142857125,11.703628571428567,41.20476190476192,61.37190476190476,0.0019047619047619048,21.48285714285715,27.63671875
1440692306296.2964,52.17000000000001,11.699999999999996,41.70740740740741,64.5748148148148,0.44925925925925925,21.37407407407407,27.63671875,1440692306296.2964,52.17000000000001,11.699999999999996,41.70740740740741,64.5748148148148,0.44925925925925925,21.37407407407407,27.63671875,1440692306296.2964,52.17000000000001,11.699999999999996,41.70740740740741,64.5748148148148,0.44925925925925925,21.37407407407407,27.63671875,1440692306296.2964,52.17000000000001,11.699999999999996,41.70740740740741,64.5748148148148,0.44925925925925925,21.3737037037037,27.63671875
1440692329833.3333,52.17000000000002,11.71019333333333,73.4361111111111,110.01222222222223,21.21916666666667,21.1375,27.63671875,1440692329833.3333,52.17000000000002,11.71019333333333,73.4361111111111,110.01222222222223,21.21916666666667,21.1375,27.63671875,1440692329833.3333,52.17000000000002,11.71019333333333,73.4361111111111,110.01222222222223,21.21916666666667,21.1375,27.63671875,1440692329833.3333,52.17000000000002,11.71019333333333,73.4361111111111,110.01222222222223,21.21916666666667,21.1375,27.63671875
1440692344594.5945,52.17166108108104,11.71519513513513,172.98378378378376,189.71081081081084,25.313513513513495,20.986216216216224,27.63671875,1440692344594.5945,52.17166108108104,11.71519513513513,172.98378378378376,189.71081081081084,27.722702702702684,20.986216216216224,27.63671875,1440692344594.5945,52.17166108108104,11.71519513513513,172.98378378378376,189.71081081081084,25.334864864864848,20.986216216216224,27.63671875,1440692344594.5945,52.17166108108104,11.71519513513513,171.30270270270267,189.71081081081084,25.334864864864848,20.986216216216224,27.63671875
1440692370111.111,52.17428555555554,11.715139999999998,260.57777777777767,270.70370370370364,19.653333333333325,20.794814814814817,27.63671875,1440692370111.111,52.17428555555554,11.715139999999998,260.57777777777767,270.70370370370364,19.653333333333325,20.794814814814817,27.63671875,1440692370111.111,52.17428555555554,11.715139999999998,260.57777777777767,270.70370370370364,19.653333333333325,20.794814814814817,27.63671875,1440692370111.111,52.17428555555554,11.715139999999998,260.57777777777767,270.70370370370364,19.653333333333325,20.794814814814817,27.63671875
1440692385370.3704,52.172883333333374,11.71502,320.2148148148148,323.7833333333333,18.340740740740753,20.642592592592592,27.63671875,1440692385370.3704,52.172883333333374,11.71502,320.2148148148148,323.7833333333333,14.858518518518528,20.642592592592592,27.63671875,1440692385370.3704,52.172883333333374,11.71502,320.2148148148148,323.7833333333333,18.340740740740753,20.642592592592592,27.63671875,1440692385370.3704,52.172883333333374,11.71502,320.2148148148148,323.7833333333333,18.340740740740753,20.642592592592592,27.63671875
1440692407148.1482,52.17234629629628,11.714954814814812,404.4444444444444,408.2144444444445,14.212222222222223,20.47555555555555,27.63671875,1440692407148.1482,52.17234629629628,11.714954814814812,404.4444444444444,408.2144444444445,13.862222222222222,20.47555555555555,27.63671875,1440692407148.1482,52.17234629629628,11.714954814814812,404.4444444444444,408.2144444444445,14.479629629629631,20.47555555555555,27.63671875,1440692407148.1482,52.17234629629628,11.714954814814812,404.4444444444444,408.2144444444445,14.44925925925926,20.47555555555555,27.63671875
1440692427464.2856,52.172071428571414,11.714901428571434,484.00999999999993,485.62107142857127,8.452142857142858,20.251071428571432,27.63671875,1440692427464.2856,52.172071428571414,11.714901428571434,484.00999999999993,485.62107142857127,8.452142857142858,20.251071428571432,27.63671875,1440692427464.2856,52.172071428571414,11.714901428571434,484.00999999999993,485.62107142857127,8.452142857142858,20.251071428571432,27.63671875,1440692427464.2856,52.172071428571414,11.714901428571434,484.00999999999993,485.62107142857127,8.324642857142859,20.248928571428575,27.63671875
1440692444937.5,52.17207999999999,11.714551562500004,556.20625,553.2846875,8.950937500000004,20.038125000000004,27.63671875,1440692444937.5,52.17193937499999,11.714551562500004,556.20625,553.2846875,6.702500000000005,20.038125000000004,27.63671875,1440692444937.5,52.17207999999999,11.714551562500004,556.20625,553.2846875,8.950937500000004,20.038125000000004,27.63671875,1440692444937.5,52.17207999999999,11.714551562500004,556.20625,553.2846875,8.702812500000004,20.038125000000004,27.63671875
1440692467947.3684,52.17218105263159,11.71439789473684,637.0631578947368,639.2952631578945,7.98105263157895,19.779999999999998,27.63671875,1440692467947.3684,52.17218105263159,11.71439789473684,637.0631578947368,639.2952631578945,7.98105263157895,19.779999999999998,27.63671875,1440692467947.3684,52.17218105263159,11.71439789473684,637.0631578947368,639.2952631578945,7.98105263157895,19.779999999999998,27.63671875,1440692467947.3684,52.17218105263159,11.71439789473684,637.0631578947368,639.2952631578945,7.98105263157895,19.779999999999998,27.63671875
1440692488913.0435,52.17258586956526,11.714326739130442,744.3565217391301,742.6960869565216,18.78434782608696,19.591086956521735,27.64733355978261,1440692488913.0435,52.17258586956526,11.714326739130442,744.3565217391301,742.6960869565216,18.78434782608696,19.591086956521735,27.64733355978261,1440692488913.0435,52.17258586956526,11.714326739130442,744.3565217391301,742.6960869565216,19.047826086956523,19.591086956521735,27.64733355978261,1440692488913.0435,52.17258586956526,11.714326739130442,744.3565217391301,742.6960869565216,18.78434782608696,19.591086956521735,27.64733355978261
1440692512074.074,52.17291703703704,11.714372962962964,833.4962962962958,818.0703703703709,25.72481481481482,19.4062962962963,28.125,1440692512074.074,52.17291703703704,11.714372962962964,833.4962962962958,818.0703703703709,25.72481481481482,19.4062962962963,28.125,1440692512074.074,52.17291703703704,11.714372962962964,833.4962962962958,818.0703703703709,25.776666666666674,19.4062962962963,28.125,1440692512074.074,52.17291703703704,11.714372962962964,833.4962962962958,818.0703703703709,25.76370370370371,19.4062962962963,28.125
1440692530300,52.17470000000002,11.715489999999994,911.5799999999998,902.4683333333338,25.845000000000002,19.19166666666667,28.125,1440692530300,52.17470000000002,11.715489999999994,911.5799999999998,902.4683333333338,25.845000000000002,19.19166666666667,28.125,1440692530300,52.17470000000002,11.715489999999994,911.5799999999998,902.4683333333338,25.817999999999998,19.19166666666667,28.125,1440692530300,52.17470000000002,11.715489999999994,911.5799999999998,902.4683333333338,25.908,19.19166666666667,28.125
1440692551086.9565,52.17531782608697,11.715486521739127,1004.6130434782611,999.2895652173914,23.119130434782605,19.02652173913044,28.125,1440692551086.9565,52.17531782608697,11.715486521739127,1002.434782608696,998.3500000000001,23.21826086956521,19.02652173913044,28.125,1440692551086.9565,52.17531782608697,11.715486521739127,1002.434782608696,998.3500000000001,23.276956521739127,19.02652173913044,28.125,1440692551086.9565,52.17531782608697,11.715486521739127,1002.434782608696,998.3500000000001,23.243913043478255,19.02652173913044,28.125
1440692569833.3333,52.17770416666667,11.715394166666664,1092.8875,1070.2237500000003,26.377083333333328,18.721666666666668,28.125,1440692569833.3333,52.17770416666667,11.715322916666674,1092.125,1070.2237500000003,26.377083333333328,18.721666666666668,28.125,1440692569833.3333,52.17770416666667,11.715394166666664,1092.125,1070.2237500000003,26.350833333333327,18.721666666666668,28.125,1440692569833.3333,52.17770416666667,11.715394166666664,1092.125,1068.4454166666671,26.350833333333327,18.721666666666668,28.125
1440692589064.516,52.17865322580646,11.715343225806453,1171.9967741935482,1164.634838709677,38.540322580645174,18.445806451612903,28.125,1440692589064.516,52.17865322580646,11.715236129032267,1171.9967741935482,1164.634838709677,38.540322580645174,18.445806451612903,28.125,1440692589064.516,52.17865322580646,11.715343225806453,1171.9967741935482,1164.634838709677,38.540322580645174,18.445806451612903,28.125,1440692589064.516,52.17865322580646,11.715343225806453,1171.0322580645159,1164.634838709677,38.540322580645174,18.445806451612903,28.125
1440692609666.6667,52.181126363636366,11.715104848484854,1281.3303030303027,1256.881818181818,52.97848484848483,18.134848484848483,28.125,1440692609666.6667,52.181126363636366,11.715104848484854,1281.3303030303027,1256.881818181818,52.97848484848483,18.134848484848483,28.125,1440692609666.6667,52.181126363636366,11.715104848484854,1281.3303030303027,1256.881818181818,52.937878787878766,18.134848484848483,28.125,1440692609666.6667,52.181126363636366,11.715104848484854,1281.3303030303027,1256.881818181818,52.937878787878766,18.134848484848483,28.125
1440692629764.7058,52.18137000000001,11.715100000000003,1359.9411764705883,1322.2676470588235,53.702352941176486,17.91,28.125,1440692629764.7058,52.18137000000001,11.715100000000003,1359.9411764705883,1322.2676470588235,53.702352941176486,17.91,28.125,1440692629764.7058,52.18137000000001,11.715100000000003,1357.835294117647,1322.2676470588235,53.702352941176486,17.91,28.125,1440692629764.7058,52.18137000000001,11.715100000000003,1357.835294117647,1322.2676470588235,53.702352941176486,17.91,28.125
1440692646117.647,52.18561147058819,11.716157941176467,1437.3647058823526,1419.026764705883,55.86264705882355,17.621470588235297,28.125,1440692646117.647,52.18561147058819,11.716157941176467,1437.3647058823526,1419.026764705883,55.86264705882355,17.621470588235297,28.125,1440692646117.647,52.18561147058819,11.716157941176467,1437.3647058823526,1419.026764705883,55.90058823529414,17.621470588235297,28.125,1440692646117.647,52.18561147058819,11.716157941176467,1437.3647058823526,1419.026764705883,55.84852941176472,17.621470588235297,28.125
1440692672000,52.18574,11.71619,1545.3499999999997,1512.6491666666668,60.95000000000001,17.305000000000003,28.125,1440692672000,52.18574,11.71619,1545.3499999999997,1512.6491666666668,60.95000000000001,17.305000000000003,28.125,1440692672000,52.18574,11.71619,1545.3499999999997,1512.6491666666668,60.95000000000001,17.305000000000003,28.125,1440692672000,52.18574,11.71619,1545.3499999999997,1512.6491666666668,60.95000000000001,17.305000000000003,28.125
1440692691296.2964,52.1918022222222,11.718323333333338,1558.3000000000002,1576.5840740740748,61.33074074074075,17.050000000000008,28.125,1440692691296.2964,52.1918022222222,11.718323333333338,1558.3000000000002,1576.5840740740748,61.33074074074075,17.050000000000008,28.125,1440692691296.2964,52.1918022222222,11.718323333333338,1558.3000000000002,1576.5840740740748,60.97000000000001,17.050000000000008,28.125,1440692691296.2964,52.1918022222222,11.718323333333338,1558.3000000000002,1576.5840740740748,61.15037037037038,17.050000000000008,28.125
1440692704000,52.19542041666667,11.720545416666669,1615.279166666666,1653.2200000000003,60.80999999999997,16.70333333333333,28.125,1440692704000,52.19542041666667,11.720545416666669,1615.279166666666,1653.2200000000003,60.80999999999997,16.70333333333333,28.125,1440692704000,52.19542041666667,11.720545416666669,1615.279166666666,1653.2200000000003,60.40416666666664,16.70333333333333,28.125,1440692704000,52.19542041666667,11.720545416666669,1614.7208333333326,1653.2200000000003,60.46999999999997,16.70333333333333,28.125
1440692727534.8838,52.19969000000001,11.722844186046512,1779.3139534883715,1725.268139534884,61.57999999999999,16.260465116279057,28.125,1440692727534.8838,52.19969000000001,11.722844186046512,1779.3139534883715,1725.268139534884,61.57999999999999,16.260465116279057,28.125,1440692727534.8838,52.19969000000001,11.722844186046512,1779.3139534883715,1725.268139534884,61.25093023255814,16.260465116279057,28.125,1440692727534.8838,52.19969000000001,11.722844186046512,1779.3139534883715,1725.268139534884,61.47046511627907,16.260465116279057,28.125
1440692756000,52.202639999999995,11.72218,1866.3999999999999,1826.0933333333332,70.14,15.789999999999997,28.125,1440692756000,52.202639999999995,11.72218,1866.3999999999999,1826.0933333333332,70.14,15.789999999999997,28.125,1440692756000,52.202639999999995,11.72218,1866.3999999999999,1826.0933333333332,70.14,15.789999999999997,28.125,1440692756000,52.202639999999995,11.72218,1866.3999999999999,1826.0933333333332,70.14,15.789999999999997,28.125
1440692766709.6775,52.20441032258062,11.726937741935483,1908.3193548387108,1849.3964516129033,70.52967741935484,15.586451612903234,28.125,1440692766709.6775,52.20441032258062,11.726937741935483,1908.3193548387108,1849.3964516129033,72.181935483871,15.586451612903234,28.125,1440692766709.6775,52.20441032258062,11.726937741935483,1908.3193548387108,1849.3964516129033,70.41548387096775,15.580967741935488,28.125,1440692766709.6775,52.20441032258062,11.726937741935483,1908.3193548387108,1849.3964516129033,70.30129032258066,15.583870967741941,28.125
1440692784916.6667,52.207978750000024,11.730436250000002,1977.491666666666,1933.5729166666672,85.88749999999995,15.13583333333333,28.125,1440692784916.6667,52.207978750000024,11.730436250000002,1977.491666666666,1933.5729166666672,85.88749999999995,15.13583333333333,28.125,1440692784916.6667,52.207978750000024,11.730436250000002,1977.491666666666,1933.5729166666672,85.88749999999995,15.13583333333333,28.125,1440692784916.6667,52.207978750000024,11.730436250000002,1977.491666666666,1933.5729166666672,85.88749999999995,15.133333333333331,28.125
1440692807125,52.21208218750002,11.735438749999998,2048.0062499999995,2016.0700000000002,86.83531250000003,14.51062500000001,28.125,1440692807125,52.21208218750002,11.735438749999998,2048.0062499999995,2016.0700000000002,86.94906250000001,14.51062500000001,28.125,1440692807125,52.21208218750002,11.735438749999998,2048.0062499999995,2016.0700000000002,86.83531250000003,14.51062500000001,28.125,1440692807125,52.21208218750002,11.73537625,2048.0062499999995,2016.0700000000002,86.83531250000003,14.51062500000001,28.125
1440692837000,52.21313,11.7369,2156.9,2090.8,86.5875,13.91,28.125,1440692837000,52.21313,11.7369,2156.9,2090.8,86.5875,13.91,28.125,1440692837000,52.21313,11.7369,2156.9,2090.8,86.5875,13.91,28.125,1440692837000,52.21313,11.7369,2156.9,2090.8,86.5875,13.91,28.125
1440692840000,52.213129999999985,11.736899999999999,2195.1266666666666,2129.300666666667,90.18,13.669333333333334,28.483072916666668,1440692840000,52.213129999999985,11.736899999999999,2195.1266666666666,2129.300666666667,90.18,13.669333333333334,28.483072916666668,1440692840000,52.213129999999985,11.736899999999999,2195.1266666666666,2129.300666666667,90.18,13.669333333333334,28.483072916666668,1440692840000,52.213129999999985,11.736899999999999,2195.1266666666666,2129.300666666667,90.18,13.669333333333334,28.483072916666668
1440692867958.3333,52.21752166666667,11.736899999999997,2243.8250000000003,2206.254166666666,89.22249999999998,13.196249999999994,28.61328125,1440692867958.3333,52.21752166666667,11.736899999999997,2243.8250000000003,2206.254166666666,91.49,13.196249999999994,28.61328125,1440692867958.3333,52.21752166666667,11.736899999999997,2243.8250000000003,2206.254166666666,89.22249999999998,13.196249999999994,28.61328125,1440692867958.3333,52.21752166666667,11.736899999999997,2243.8250000000003,2206.254166666666,89.64999999999996,13.196249999999994,28.61328125
1440692886750,52.22519416666666,11.748129583333329,2311.9458333333337,2249.830416666666,90.91125,12.728333333333325,28.61328125,1440692886750,52.22519416666666,11.748129583333329,2309.483333333333,2249.830416666666,91.125,12.728333333333325,28.61328125,1440692886750,52.22519416666666,11.748129583333329,2309.483333333333,2249.830416666666,90.91125,12.728333333333325,28.61328125,1440692886750,52.22519416666666,11.748129583333329,2309.483333333333,2249.830416666666,90.91125,12.728333333333325,28.61328125
1440692900000,52.227789999999985,11.754869999999999,2370.2000000000003,2302.312857142856,92.8328571428571,12.004999999999997,28.61328125,1440692900000,52.227789999999985,11.754869999999999,2370.2000000000003,2302.312857142856,92.90142857142853,12.004999999999997,28.61328125,1440692900000,52.227789999999985,11.754869999999999,2370.2000000000003,2302.312857142856,92.56321428571425,12.004999999999997,28.61328125,1440692900000,52.227789999999985,11.754869999999999,2370.2000000000003,2302.312857142856,92.6710714285714,12.004999999999997,28.61328125
1440692933285.7144,52.23355200000002,11.753247428571429,2441.065714285715,2380.5517142857134,93.3045714285714,11.429999999999998,28.61328125,1440692933285.7144,52.23355200000002,11.753247428571429,2441.065714285715,2380.5517142857134,93.3045714285714,11.429999999999998,28.61328125,1440692933285.7144,52.23355200000002,11.753247428571429,2441.065714285715,2380.5517142857134,93.3045714285714,11.429999999999998,28.61328125,1440692933285.7144,52.23355200000002,11.753247428571429,2441.065714285715,2380.5517142857134,93.3045714285714,11.429999999999998,28.61328125
1440692951952.3809,52.23679571428573,11.711157619047619,2508.9952380952377,2423.350000000001,93.87000000000003,11.041904761904762,28.61328125,1440692951952.3809,52.23679571428573,11.711157619047619,2508.9952380952377,2423.350000000001,93.87000000000003,11.041904761904762,28.61328125,1440692951952.3809,52.23679571428573,11.711157619047619,2508.9952380952377,2423.350000000001,93.85761904761908,11.041904761904762,28.61328125,1440692951952.3809,52.23679571428573,11.711157619047619,2508.9952380952377,2423.350000000001,93.85761904761908,11.041904761904762,28.61328125
1440692967357.1428,52.23951000000004,11.7697,2561.785714285714,2498.3053571428563,95.22714285714287,10.675,28.61328125,1440692967357.1428,52.23951000000004,11.7697,2561.785714285714,2498.3053571428563,95.22714285714287,10.675,28.61328125,1440692967357.1428,52.23951000000004,11.7697,2561.785714285714,2495.316071428571,95.22714285714287,10.675,28.61328125,1440692967357.1428,52.23951000000004,11.7697,2561.785714285714,2495.316071428571,95.25500000000001,10.675,28.61328125
